person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,male,Associate,39880.0,3,MORTGAGE,10000.0,PERSONAL,13.99,0.25,3.0,678,No,0
22.0,female,Associate,39901.0,2,MORTGAGE,5000.0,PERSONAL,7.49,0.13,3.0,656,Yes,0
25.0,female,High School,40131.0,6,MORTGAGE,4800.0,DEBTCONSOLIDATION,7.29,0.12,4.0,688,No,0
22.0,male,Bachelor,39278.0,0,MORTGAGE,3625.0,EDUCATION,6.92,0.09,3.0,632,No,0
23.0,female,High School,20263.0,0,RENT,3000.0,DEBTCONSOLIDATION,16.29,0.15,2.0,633,No,1
21.0,male,Master,39790.0,0,MORTGAGE,10000.0,EDUCATION,5.42,0.25,2.0,668,No,0
22.0,female,High School,20429.0,0,RENT,3000.0,HOMEIMPROVEMENT,13.92,0.15,4.0,628,No,1
26.0,female,High School,21779.0,5,RENT,3000.0,HOMEIMPROVEMENT,11.01,0.14,4.0,537,No,1
25.0,male,Associate,21806.0,5,RENT,3000.0,EDUCATION,11.83,0.14,4.0,650,No,1
23.0,female,Bachelor,22139.0,0,RENT,3000.0,DEBTCONSOLIDATION,10.37,0.14,4.0,615,No,1
21.0,male,High School,22631.0,3,RENT,3000.0,MEDICAL,6.0,0.13,3.0,575,No,1
23.0,female,High School,22608.0,0,RENT,3000.0,HOMEIMPROVEMENT,11.71,0.13,4.0,529,No,1
21.0,female,Master,22687.0,0,RENT,3000.0,DEBTCONSOLIDATION,7.9,0.13,2.0,708,No,1
22.0,female,Associate,39855.0,0,MORTGAGE,5500.0,DEBTCONSOLIDATION,11.01,0.14,2.0,648,No,0
21.0,female,Associate,39696.0,0,MORTGAGE,5000.0,PERSONAL,16.0,0.13,2.0,642,No,1
24.0,male,Master,22540.0,0,RENT,3000.0,PERSONAL,15.27,0.13,2.0,698,No,1
23.0,male,High School,22601.0,2,RENT,3000.0,HOMEIMPROVEMENT,15.99,0.13,2.0,571,No,1
22.0,female,Master,22615.0,0,RENT,3000.0,MEDICAL,13.99,0.13,4.0,687,No,1
26.0,female,High School,39798.0,4,MORTGAGE,3250.0,MEDICAL,6.99,0.08,4.0,616,Yes,0
22.0,female,Bachelor,22916.0,0,RENT,3000.0,DEBTCONSOLIDATION,10.59,0.13,3.0,669,No,1
23.0,male,Bachelor,23092.0,0,RENT,3000.0,PERSONAL,13.06,0.13,2.0,553,No,1
22.0,male,Bachelor,22614.0,0,RENT,3000.0,VENTURE,11.01,0.13,2.0,579,No,1
22.0,male,Associate,22402.0,0,RENT,3000.0,PERSONAL,11.86,0.13,2.0,706,No,1
25.0,female,Master,40425.0,0,MORTGAGE,12500.0,EDUCATION,7.9,0.31,4.0,596,Yes,0
21.0,female,Bachelor,22805.0,0,RENT,3000.0,MEDICAL,9.7,0.13,2.0,630,No,1
22.0,female,Bachelor,40225.0,2,MORTGAGE,2500.0,DEBTCONSOLIDATION,6.99,0.06,3.0,711,No,0
21.0,female,High School,23480.0,0,RENT,3000.0,HOMEIMPROVEMENT,10.99,0.13,4.0,495,No,1
22.0,female,Bachelor,39997.0,0,MORTGAGE,14500.0,DEBTCONSOLIDATION,11.99,0.36,4.0,629,Yes,0
22.0,male,Master,23799.0,0,RENT,3000.0,VENTURE,13.06,0.13,2.0,670,No,1
23.0,male,Bachelor,24037.0,0,RENT,3000.0,VENTURE,12.99,0.12,2.0,530,No,1
23.0,female,Bachelor,24325.0,0,RENT,3000.0,PERSONAL,9.99,0.12,3.0,603,No,1
24.0,female,High School,39891.0,0,MORTGAGE,6600.0,MEDICAL,12.73,0.17,4.0,596,Yes,0
26.0,male,Associate,40045.0,8,MORTGAGE,3000.0,MEDICAL,13.22,0.07,4.0,559,Yes,0
26.0,female,Bachelor,40001.0,2,MORTGAGE,3500.0,HOMEIMPROVEMENT,8.59,0.09,2.0,569,Yes,0
21.0,male,Master,24419.0,0,RENT,3000.0,PERSONAL,10.99,0.12,2.0,621,No,1
22.0,male,Master,24110.0,3,RENT,3000.0,HOMEIMPROVEMENT,11.01,0.12,3.0,662,No,1
22.0,male,Associate,24882.0,2,RENT,3000.0,EDUCATION,13.11,0.12,4.0,626,No,0
21.0,male,High School,25224.0,0,RENT,3000.0,EDUCATION,10.37,0.12,3.0,647,Yes,0
24.0,male,High School,25034.0,2,RENT,3000.0,VENTURE,11.01,0.12,4.0,531,Yes,0
23.0,male,High School,25459.0,4,RENT,3000.0,DEBTCONSOLIDATION,11.46,0.12,4.0,638,No,0
25.0,female,Bachelor,40278.0,3,MORTGAGE,6000.0,VENTURE,10.59,0.15,2.0,708,Yes,0
26.0,female,Master,26210.0,8,RENT,3000.0,PERSONAL,10.59,0.11,2.0,568,Yes,0
23.0,male,Bachelor,25937.0,0,RENT,3000.0,DEBTCONSOLIDATION,12.68,0.12,2.0,648,Yes,0
22.0,female,Associate,27153.0,0,RENT,3000.0,EDUCATION,13.49,0.11,3.0,534,Yes,0
21.0,male,Associate,40577.0,0,MORTGAGE,3000.0,MEDICAL,9.99,0.07,2.0,648,Yes,0
22.0,female,Associate,40760.0,0,OWN,16500.0,EDUCATION,8.9,0.4,4.0,586,Yes,0
24.0,female,High School,27248.0,3,RENT,3000.0,PERSONAL,10.33,0.11,2.0,589,Yes,0
22.0,male,High School,28227.0,0,RENT,3000.0,MEDICAL,6.62,0.11,3.0,673,No,0
22.0,female,High School,28703.0,0,RENT,3000.0,MEDICAL,5.79,0.1,2.0,595,Yes,0
24.0,male,High School,29040.0,0,RENT,3000.0,EDUCATION,8.0,0.1,3.0,586,Yes,0
22.0,male,Master,40259.0,0,OWN,12000.0,PERSONAL,9.91,0.3,2.0,612,Yes,0
24.0,male,High School,37387.0,0,RENT,3000.0,EDUCATION,6.03,0.08,3.0,647,Yes,0
22.0,male,Associate,37039.0,0,RENT,3000.0,MEDICAL,11.01,0.08,4.0,628,Yes,0
24.0,male,Bachelor,36702.0,0,RENT,3000.0,DEBTCONSOLIDATION,19.29,0.08,2.0,659,No,1
24.0,male,Master,36532.0,5,RENT,3000.0,PERSONAL,7.49,0.08,3.0,625,Yes,0
22.0,male,High School,40540.0,0,MORTGAGE,8875.0,VENTURE,10.65,0.22,4.0,550,Yes,0
23.0,female,High School,36895.0,1,RENT,3000.0,VENTURE,7.49,0.08,2.0,570,No,0
24.0,female,High School,37001.0,3,RENT,3000.0,PERSONAL,10.37,0.08,2.0,559,Yes,0
23.0,male,Bachelor,37137.0,0,RENT,3000.0,MEDICAL,5.79,0.08,3.0,567,Yes,0
25.0,female,Associate,36906.0,1,RENT,3000.0,DEBTCONSOLIDATION,12.98,0.08,3.0,641,Yes,0
23.0,male,High School,37048.0,2,RENT,3000.0,MEDICAL,15.2,0.08,2.0,625,No,1
21.0,male,Associate,37287.0,0,RENT,3000.0,PERSONAL,9.62,0.08,4.0,628,No,0
25.0,female,High School,36818.0,4,RENT,3000.0,PERSONAL,13.61,0.08,2.0,585,Yes,0
22.0,female,Bachelor,37013.0,0,RENT,3000.0,PERSONAL,11.12,0.08,3.0,590,Yes,0
21.0,female,High School,37306.0,0,RENT,3000.0,EDUCATION,16.32,0.08,3.0,636,Yes,0
24.0,male,High School,36691.0,0,RENT,3000.0,MEDICAL,11.86,0.08,4.0,655,Yes,0
24.0,female,Associate,37032.0,0,RENT,3000.0,DEBTCONSOLIDATION,13.98,0.08,2.0,654,No,1
25.0,female,Bachelor,36967.0,3,RENT,3000.0,MEDICAL,11.01,0.08,4.0,506,Yes,0
21.0,female,High School,40563.0,0,OWN,2500.0,PERSONAL,6.03,0.06,4.0,625,Yes,0
25.0,male,Associate,40689.0,3,MORTGAGE,8000.0,EDUCATION,6.62,0.2,4.0,631,Yes,0
21.0,female,Associate,40845.0,0,MORTGAGE,2000.0,HOMEIMPROVEMENT,14.27,0.05,4.0,582,No,1
25.0,female,Associate,36501.0,1,RENT,3000.0,HOMEIMPROVEMENT,12.21,0.08,4.0,675,No,1
21.0,female,Bachelor,36725.0,1,RENT,3000.0,EDUCATION,11.89,0.08,4.0,662,Yes,0
25.0,female,High School,40410.0,2,MORTGAGE,3000.0,MEDICAL,11.99,0.07,2.0,621,Yes,0
24.0,male,Associate,38222.0,3,RENT,3000.0,MEDICAL,15.62,0.08,4.0,653,No,0
25.0,male,Bachelor,40310.0,4,MORTGAGE,5000.0,VENTURE,8.49,0.12,3.0,612,No,0
26.0,female,High School,38208.0,3,RENT,3000.0,MEDICAL,13.36,0.08,4.0,634,No,1
26.0,female,Bachelor,40702.0,4,OWN,10150.0,VENTURE,8.49,0.25,2.0,649,Yes,0
22.0,male,High School,38646.0,1,RENT,3000.0,EDUCATION,11.86,0.08,4.0,514,Yes,0
23.0,male,Bachelor,38067.0,1,RENT,3000.0,EDUCATION,11.89,0.08,2.0,666,Yes,0
22.0,female,Associate,38543.0,0,RENT,3000.0,DEBTCONSOLIDATION,7.68,0.08,4.0,640,Yes,0
23.0,male,High School,40941.0,1,MORTGAGE,8325.0,PERSONAL,15.99,0.2,3.0,679,No,0
24.0,female,High School,40706.0,3,MORTGAGE,1250.0,PERSONAL,19.29,0.03,4.0,611,Yes,0
23.0,female,High School,40647.0,2,MORTGAGE,8000.0,EDUCATION,7.49,0.2,3.0,693,No,0
25.0,male,Associate,39630.0,0,RENT,3000.0,DEBTCONSOLIDATION,8.94,0.08,3.0,648,Yes,0
24.0,male,Master,39637.0,1,RENT,3000.0,MEDICAL,12.29,0.08,2.0,672,No,0
24.0,female,Associate,40750.0,1,MORTGAGE,2050.0,HOMEIMPROVEMENT,13.49,0.05,2.0,622,No,1
25.0,female,Associate,39348.0,3,RENT,3000.0,DEBTCONSOLIDATION,9.32,0.08,2.0,679,Yes,0
23.0,female,High School,39957.0,1,RENT,3000.0,VENTURE,10.0,0.08,2.0,641,Yes,0
22.0,male,Associate,39941.0,0,RENT,3000.0,PERSONAL,16.45,0.08,3.0,661,Yes,0
26.0,female,Associate,40358.0,2,RENT,3000.0,VENTURE,10.75,0.07,2.0,641,Yes,0
26.0,female,Associate,40985.0,2,RENT,3000.0,MEDICAL,5.99,0.07,4.0,619,Yes,0
22.0,male,Bachelor,40642.0,0,MORTGAGE,12375.0,DEBTCONSOLIDATION,7.29,0.3,2.0,673,No,0
25.0,female,High School,40259.0,3,RENT,3000.0,VENTURE,5.99,0.07,2.0,651,No,0
25.0,male,High School,40080.0,5,RENT,3000.0,PERSONAL,10.95,0.07,4.0,582,No,0
26.0,female,Doctorate,40961.0,5,RENT,3000.0,EDUCATION,11.12,0.07,2.0,701,No,0
23.0,female,High School,41847.0,2,RENT,3000.0,VENTURE,10.0,0.07,4.0,654,Yes,0
22.0,male,Bachelor,42320.0,0,RENT,3000.0,DEBTCONSOLIDATION,11.83,0.07,2.0,638,Yes,0
25.0,female,Associate,35864.0,1,RENT,3000.0,MEDICAL,6.62,0.08,2.0,600,No,1
22.0,female,Bachelor,43134.0,4,RENT,3000.0,EDUCATION,11.01,0.07,2.0,648,No,0
23.0,female,High School,43058.0,1,RENT,3000.0,PERSONAL,13.85,0.07,3.0,635,Yes,0
22.0,male,Bachelor,42924.0,0,RENT,3000.0,EDUCATION,10.01,0.07,2.0,530,Yes,0
22.0,male,High School,35960.0,0,RENT,3000.0,DEBTCONSOLIDATION,13.3,0.08,2.0,637,No,1
24.0,male,High School,43094.0,1,RENT,3000.0,DEBTCONSOLIDATION,10.74,0.07,2.0,571,Yes,0
22.0,female,High School,44044.0,0,RENT,3000.0,PERSONAL,11.71,0.07,3.0,615,Yes,0
23.0,female,Associate,44479.0,0,RENT,3000.0,MEDICAL,7.29,0.07,3.0,666,No,0
26.0,female,Associate,44302.0,7,RENT,3000.0,EDUCATION,7.88,0.07,4.0,640,Yes,0
24.0,female,Master,44347.0,2,RENT,3000.0,EDUCATION,13.92,0.07,3.0,709,Yes,0
23.0,male,Associate,40520.0,2,MORTGAGE,3000.0,DEBTCONSOLIDATION,14.35,0.07,3.0,619,Yes,0
24.0,female,Associate,44786.0,2,RENT,3000.0,DEBTCONSOLIDATION,9.33,0.07,2.0,572,Yes,0
25.0,male,High School,45098.0,3,RENT,3000.0,MEDICAL,11.71,0.07,2.0,642,No,0
21.0,male,Bachelor,40293.0,0,MORTGAGE,7800.0,PERSONAL,9.88,0.19,2.0,643,Yes,0
21.0,male,High School,45428.0,0,RENT,3000.0,EDUCATION,6.39,0.07,3.0,660,Yes,0
25.0,female,Bachelor,38131.0,3,RENT,3000.0,HOMEIMPROVEMENT,11.01,0.08,4.0,667,No,1
24.0,female,Master,46942.0,4,RENT,3000.0,EDUCATION,13.06,0.06,4.0,677,Yes,0
21.0,female,Master,46751.0,3,RENT,3000.0,DEBTCONSOLIDATION,7.05,0.06,4.0,649,No,0
22.0,male,Associate,46656.0,0,RENT,3000.0,EDUCATION,10.28,0.06,3.0,654,Yes,0
22.0,female,Associate,40385.0,0,MORTGAGE,12500.0,EDUCATION,14.26,0.31,2.0,660,No,0
24.0,female,Master,40482.0,4,MORTGAGE,8125.0,MEDICAL,8.59,0.2,4.0,658,Yes,0
25.0,female,High School,40534.0,1,MORTGAGE,4400.0,EDUCATION,8.0,0.11,3.0,626,Yes,0
24.0,male,Associate,46652.0,4,RENT,3000.0,PERSONAL,17.56,0.06,2.0,628,Yes,0
25.0,male,Master,47488.0,3,RENT,3000.0,PERSONAL,7.29,0.06,3.0,622,Yes,0
24.0,male,High School,40148.0,4,MORTGAGE,4000.0,VENTURE,13.04,0.1,4.0,649,No,0
26.0,female,High School,40598.0,5,RENT,3000.0,MEDICAL,11.49,0.07,3.0,668,No,1
22.0,female,High School,48848.0,0,RENT,3000.0,PERSONAL,14.35,0.06,3.0,626,Yes,0
26.0,female,Bachelor,40485.0,1,MORTGAGE,7000.0,PERSONAL,7.43,0.17,4.0,683,No,0
23.0,male,Associate,40395.0,1,OWN,12200.0,EDUCATION,10.99,0.3,4.0,626,No,0
23.0,male,High School,49105.0,0,RENT,3000.0,PERSONAL,13.49,0.06,3.0,619,No,0
24.0,male,Bachelor,49260.0,3,RENT,3000.0,PERSONAL,10.74,0.06,3.0,662,Yes,0
23.0,male,High School,40622.0,0,MORTGAGE,9000.0,DEBTCONSOLIDATION,16.29,0.22,3.0,665,No,1
21.0,male,Associate,48839.0,0,RENT,3000.0,VENTURE,11.01,0.06,3.0,638,Yes,0
21.0,male,Associate,40916.0,0,MORTGAGE,6425.0,PERSONAL,9.63,0.16,3.0,668,No,0
25.0,female,Associate,49128.0,2,RENT,3000.0,MEDICAL,10.25,0.06,2.0,616,Yes,0
24.0,male,Bachelor,49115.0,0,RENT,3000.0,MEDICAL,14.22,0.06,4.0,632,Yes,0
22.0,female,Master,45499.0,0,RENT,3000.0,DEBTCONSOLIDATION,20.0,0.07,2.0,643,No,1
23.0,male,Associate,52637.0,4,RENT,3000.0,EDUCATION,8.49,0.06,4.0,649,Yes,0
22.0,male,High School,45569.0,0,RENT,3000.0,DEBTCONSOLIDATION,11.11,0.07,2.0,604,No,1
23.0,male,High School,45500.0,0,RENT,3000.0,EDUCATION,10.75,0.07,4.0,459,No,1
25.0,female,Bachelor,52926.0,2,RENT,3000.0,PERSONAL,13.8,0.06,3.0,725,Yes,0
22.0,female,High School,52643.0,0,RENT,3000.0,EDUCATION,13.72,0.06,3.0,653,No,0
22.0,female,Bachelor,53339.0,3,RENT,3000.0,EDUCATION,5.42,0.06,3.0,571,Yes,0
24.0,female,High School,53117.0,2,RENT,3000.0,PERSONAL,8.0,0.06,2.0,605,Yes,0
21.0,male,High School,40938.0,0,MORTGAGE,11200.0,VENTURE,13.92,0.27,4.0,659,No,1
23.0,female,High School,54063.0,0,RENT,3000.0,MEDICAL,11.49,0.06,3.0,588,Yes,0
23.0,male,High School,53857.0,1,RENT,3000.0,MEDICAL,9.25,0.06,3.0,634,Yes,0
23.0,male,Bachelor,41224.0,0,OWN,9000.0,VENTURE,13.57,0.22,4.0,566,Yes,0
25.0,male,High School,40543.0,0,MORTGAGE,5000.0,VENTURE,6.54,0.12,2.0,650,No,0
24.0,male,Bachelor,40727.0,0,OWN,12250.0,VENTURE,13.11,0.3,4.0,527,Yes,0
24.0,female,Bachelor,41061.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,10.59,0.15,3.0,583,Yes,0
24.0,female,Associate,40862.0,2,MORTGAGE,2500.0,HOMEIMPROVEMENT,7.14,0.06,3.0,623,Yes,0
25.0,male,Associate,55064.0,5,RENT,3000.0,MEDICAL,7.9,0.05,4.0,633,Yes,0
24.0,female,Master,41088.0,2,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.01,0.24,4.0,693,Yes,0
24.0,female,Master,55086.0,0,RENT,3000.0,MEDICAL,7.49,0.05,4.0,615,Yes,0
24.0,male,High School,55270.0,2,RENT,3000.0,DEBTCONSOLIDATION,9.99,0.05,4.0,637,Yes,0
22.0,male,High School,55085.0,2,RENT,3000.0,PERSONAL,11.99,0.05,4.0,592,Yes,0
26.0,male,High School,47976.0,4,RENT,3000.0,EDUCATION,11.01,0.06,2.0,589,No,1
24.0,female,Master,47921.0,3,RENT,3000.0,MEDICAL,14.61,0.06,4.0,681,No,1
22.0,female,Associate,55095.0,4,RENT,3000.0,EDUCATION,11.01,0.05,3.0,707,Yes,0
24.0,male,Associate,55007.0,2,RENT,3000.0,VENTURE,9.32,0.05,2.0,653,Yes,0
21.0,male,Bachelor,48436.0,0,RENT,3000.0,MEDICAL,13.67,0.06,2.0,682,No,1
23.0,female,Associate,41234.0,5,MORTGAGE,4200.0,MEDICAL,11.01,0.1,3.0,610,Yes,0
24.0,male,Associate,48982.0,1,RENT,3000.0,EDUCATION,11.01,0.06,3.0,694,No,1
25.0,female,Associate,40937.0,3,MORTGAGE,7125.0,MEDICAL,7.51,0.17,3.0,655,No,0
22.0,female,Bachelor,41135.0,0,OWN,5000.0,MEDICAL,18.25,0.12,2.0,664,Yes,0
24.0,male,Associate,41126.0,0,MORTGAGE,2500.0,PERSONAL,8.9,0.06,2.0,649,Yes,0
24.0,male,High School,49243.0,2,RENT,3000.0,EDUCATION,17.27,0.06,2.0,649,No,1
25.0,female,Master,56348.0,1,RENT,3000.0,MEDICAL,11.01,0.05,3.0,646,Yes,0
23.0,male,Associate,41348.0,0,MORTGAGE,8000.0,PERSONAL,6.99,0.19,2.0,645,Yes,0
22.0,male,High School,57326.0,0,RENT,3000.0,EDUCATION,6.62,0.05,2.0,628,Yes,0
21.0,female,Bachelor,57792.0,0,RENT,3000.0,PERSONAL,13.92,0.05,2.0,661,No,0
25.0,male,Bachelor,41003.0,0,OWN,9750.0,VENTURE,11.01,0.24,3.0,600,Yes,0
26.0,female,Bachelor,58088.0,7,RENT,3000.0,VENTURE,6.76,0.05,2.0,639,Yes,0
23.0,male,High School,41137.0,2,MORTGAGE,4000.0,DEBTCONSOLIDATION,14.79,0.1,2.0,620,Yes,0
24.0,male,Associate,51314.0,0,RENT,3000.0,DEBTCONSOLIDATION,11.01,0.06,3.0,609,No,1
24.0,male,High School,41542.0,4,MORTGAGE,12000.0,VENTURE,5.42,0.29,2.0,647,Yes,0
25.0,male,High School,58532.0,3,RENT,3000.0,DEBTCONSOLIDATION,11.01,0.05,4.0,609,Yes,0
22.0,male,Master,58772.0,1,RENT,3000.0,PERSONAL,14.79,0.05,2.0,489,Yes,0
25.0,female,Associate,58692.0,4,RENT,3000.0,EDUCATION,13.47,0.05,4.0,547,Yes,0
21.0,female,Associate,58533.0,0,RENT,3000.0,EDUCATION,9.76,0.05,4.0,641,No,0
26.0,male,Associate,58359.0,6,RENT,3000.0,MEDICAL,10.14,0.05,3.0,605,Yes,0
25.0,female,High School,41262.0,3,MORTGAGE,12000.0,VENTURE,9.99,0.29,3.0,633,Yes,0
22.0,female,Master,60589.0,0,RENT,3000.0,PERSONAL,7.88,0.05,3.0,639,Yes,0
25.0,male,Bachelor,61044.0,0,RENT,3000.0,HOMEIMPROVEMENT,6.03,0.05,3.0,590,Yes,0
26.0,female,Associate,54295.0,3,RENT,3000.0,HOMEIMPROVEMENT,7.49,0.06,4.0,574,No,1
23.0,female,Master,61202.0,1,RENT,3000.0,DEBTCONSOLIDATION,8.49,0.05,2.0,704,No,0
23.0,female,Master,53860.0,0,RENT,3000.0,DEBTCONSOLIDATION,7.66,0.06,4.0,673,No,1
23.0,male,Associate,61182.0,0,RENT,3000.0,EDUCATION,6.91,0.05,2.0,642,Yes,0
22.0,female,Associate,41120.0,2,MORTGAGE,10750.0,EDUCATION,7.88,0.26,2.0,643,No,0
23.0,female,Master,53799.0,0,RENT,3000.0,PERSONAL,9.62,0.06,4.0,659,No,1
22.0,female,High School,41177.0,0,MORTGAGE,5000.0,VENTURE,7.14,0.12,3.0,618,No,0
23.0,male,High School,61262.0,0,RENT,3000.0,EDUCATION,11.01,0.05,2.0,569,Yes,0
26.0,male,High School,61146.0,4,RENT,3000.0,PERSONAL,9.88,0.05,4.0,672,No,0
22.0,female,Associate,60835.0,1,RENT,3000.0,PERSONAL,10.99,0.05,3.0,588,No,0
24.0,male,Associate,62243.0,0,RENT,3000.0,DEBTCONSOLIDATION,8.9,0.05,2.0,631,Yes,0
24.0,male,Associate,63225.0,3,RENT,3000.0,HOMEIMPROVEMENT,10.65,0.05,3.0,616,Yes,0
24.0,male,Master,63075.0,0,RENT,3000.0,HOMEIMPROVEMENT,12.68,0.05,4.0,574,No,0
24.0,male,High School,63091.0,3,RENT,3000.0,PERSONAL,10.59,0.05,2.0,657,No,0
22.0,female,Bachelor,56291.0,0,RENT,3000.0,MEDICAL,15.62,0.05,2.0,544,No,1
23.0,male,High School,63376.0,0,RENT,3000.0,DEBTCONSOLIDATION,10.37,0.05,2.0,579,Yes,0
22.0,male,High School,41593.0,0,MORTGAGE,12000.0,VENTURE,10.65,0.29,3.0,575,No,0
23.0,female,High School,63395.0,0,RENT,3000.0,EDUCATION,5.99,0.05,2.0,587,No,0
25.0,male,Associate,63776.0,1,RENT,3000.0,DEBTCONSOLIDATION,12.99,0.05,4.0,608,Yes,0
22.0,male,Bachelor,41314.0,0,MORTGAGE,5000.0,EDUCATION,13.85,0.12,3.0,642,No,0
25.0,male,Bachelor,59371.0,5,RENT,12000.0,MEDICAL,11.01,0.2,4.0,653,Yes,0
22.0,male,High School,59528.0,3,RENT,12000.0,DEBTCONSOLIDATION,7.49,0.2,3.0,577,Yes,0
26.0,female,Bachelor,41540.0,3,MORTGAGE,14400.0,VENTURE,7.88,0.35,3.0,649,No,0
23.0,male,Bachelor,59299.0,1,RENT,12000.0,VENTURE,10.25,0.2,4.0,592,Yes,0
25.0,male,Bachelor,41795.0,2,MORTGAGE,10000.0,EDUCATION,15.31,0.24,4.0,668,Yes,0
23.0,male,Bachelor,41790.0,0,OWN,13000.0,EDUCATION,15.31,0.31,4.0,639,Yes,0
23.0,female,Master,59153.0,0,RENT,12000.0,EDUCATION,7.42,0.2,3.0,610,Yes,0
26.0,male,High School,60415.0,0,RENT,12000.0,DEBTCONSOLIDATION,15.23,0.2,3.0,619,Yes,0
23.0,female,High School,41913.0,1,MORTGAGE,1000.0,DEBTCONSOLIDATION,10.59,0.02,2.0,590,No,1
25.0,female,High School,60517.0,1,RENT,12000.0,EDUCATION,7.14,0.2,4.0,602,Yes,0
24.0,female,Bachelor,41918.0,3,MORTGAGE,4000.0,VENTURE,14.91,0.1,2.0,639,No,0
25.0,male,Associate,61169.0,4,RENT,12000.0,PERSONAL,16.77,0.2,3.0,668,Yes,0
26.0,female,Bachelor,61180.0,4,RENT,12000.0,VENTURE,11.01,0.2,4.0,656,Yes,0
24.0,male,High School,42223.0,4,OWN,5100.0,MEDICAL,11.12,0.12,4.0,671,Yes,0
21.0,male,Associate,41953.0,0,MORTGAGE,2500.0,HOMEIMPROVEMENT,7.88,0.06,3.0,654,No,1
22.0,male,High School,41860.0,1,OWN,10000.0,VENTURE,14.96,0.24,3.0,644,No,0
21.0,male,High School,60925.0,0,RENT,12000.0,PERSONAL,11.71,0.2,3.0,530,Yes,0
23.0,male,High School,60593.0,1,RENT,12000.0,EDUCATION,10.59,0.2,3.0,643,Yes,0
24.0,male,High School,60830.0,0,RENT,12000.0,EDUCATION,17.14,0.2,4.0,671,No,0
24.0,female,Bachelor,54064.0,1,RENT,12000.0,DEBTCONSOLIDATION,12.23,0.22,3.0,669,No,1
23.0,female,Master,60675.0,2,RENT,12000.0,DEBTCONSOLIDATION,6.54,0.2,3.0,641,Yes,0
22.0,male,Associate,53904.0,0,RENT,12000.0,DEBTCONSOLIDATION,11.86,0.22,2.0,553,No,1
24.0,female,High School,61257.0,3,RENT,12000.0,HOMEIMPROVEMENT,7.51,0.2,4.0,647,Yes,0
25.0,male,Associate,61118.0,0,RENT,12000.0,EDUCATION,7.88,0.2,4.0,604,No,0
23.0,male,Master,53866.0,0,RENT,12000.0,MEDICAL,11.01,0.22,4.0,647,No,1
25.0,female,Associate,60779.0,0,RENT,12000.0,PERSONAL,7.88,0.2,2.0,547,Yes,0
23.0,female,High School,60977.0,0,RENT,12000.0,EDUCATION,12.87,0.2,2.0,607,Yes,0
22.0,male,Bachelor,61205.0,0,RENT,12000.0,PERSONAL,10.0,0.2,2.0,598,Yes,0
25.0,male,High School,54102.0,2,RENT,12000.0,MEDICAL,15.31,0.22,3.0,642,No,1
23.0,male,Associate,53910.0,0,RENT,12000.0,VENTURE,16.0,0.22,2.0,621,No,1
22.0,male,High School,61435.0,3,RENT,12000.0,EDUCATION,12.73,0.2,4.0,609,Yes,0
26.0,female,Bachelor,41753.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,6.03,0.29,4.0,660,No,0
25.0,male,Bachelor,61370.0,1,RENT,12000.0,DEBTCONSOLIDATION,11.01,0.2,3.0,672,No,0
23.0,female,High School,61517.0,1,RENT,12000.0,VENTURE,11.58,0.2,4.0,578,Yes,0
25.0,female,High School,41914.0,2,MORTGAGE,10000.0,DEBTCONSOLIDATION,12.42,0.24,3.0,586,Yes,0
25.0,female,Bachelor,42223.0,3,MORTGAGE,2500.0,HOMEIMPROVEMENT,6.03,0.06,2.0,619,No,0
23.0,female,Bachelor,42174.0,2,MORTGAGE,10000.0,DEBTCONSOLIDATION,6.99,0.24,4.0,631,Yes,0
23.0,female,Bachelor,62046.0,3,RENT,12000.0,EDUCATION,12.99,0.19,3.0,674,No,0
22.0,male,Bachelor,55686.0,1,RENT,12000.0,MEDICAL,11.01,0.22,4.0,530,No,1
25.0,female,High School,63508.0,0,RENT,12000.0,MEDICAL,12.21,0.19,4.0,597,Yes,0
24.0,female,Associate,63124.0,2,RENT,12000.0,PERSONAL,7.51,0.19,3.0,640,No,0
25.0,male,Bachelor,42203.0,6,MORTGAGE,2000.0,DEBTCONSOLIDATION,7.66,0.05,4.0,614,No,1
22.0,male,Associate,63225.0,3,RENT,12000.0,EDUCATION,11.99,0.19,3.0,681,Yes,0
23.0,male,Associate,41843.0,0,OWN,10950.0,VENTURE,7.29,0.26,2.0,644,Yes,0
26.0,female,Associate,41963.0,0,MORTGAGE,5000.0,PERSONAL,5.79,0.12,4.0,559,Yes,0
22.0,male,Associate,63111.0,0,RENT,12000.0,EDUCATION,13.61,0.19,3.0,583,Yes,0
26.0,male,Bachelor,42045.0,5,MORTGAGE,6000.0,PERSONAL,6.92,0.14,4.0,715,Yes,0
22.0,female,High School,63291.0,0,RENT,12000.0,PERSONAL,13.57,0.19,2.0,607,No,0
21.0,male,Bachelor,41852.0,0,MORTGAGE,6000.0,EDUCATION,6.76,0.14,2.0,667,No,0
25.0,male,Bachelor,57065.0,2,RENT,12000.0,HOMEIMPROVEMENT,13.11,0.21,4.0,610,No,1
